Reduce Person	Reducir persona	Este conjuro provoca la reducción instantánea de una criatura humanoide, reduciendo a la mitad su altura, longitud y anchura y dividiendo su peso por 8. Esta disminución cambia la categoría de tamaño de la criatura a la inmediatamente inferior. El objetivo obtiene una bonificación de tamaño de +2 a Destreza, una penalización de tamaño de -2 a Fuerza (hasta un mínimo de 1) y un bonificador de +1 a las tiradas de ataque y a la CA debido a su tamaño reducido. Un humanoide Pequeño cuyo tamaño disminuye a Diminuto tiene un espacio de 2,5 pies y un alcance natural de 0 pies (lo que significa que debe entrar en la casilla de un oponente para atacar). Un humanoide Grande cuyo tamaño disminuye a Mediano tiene un espacio de 5 pies y un alcance natural de 5 pies. Este conjuro no cambia la velocidad del objetivo. Todo el equipo que lleve puesto o porte una criatura también se reduce de manera similar por el conjuro. Las armas cuerpo a cuerpo y arrojadizas infligen menos daño. Otras propiedades mágicas no se ven afectadas por este conjuro. Cualquier objeto reducido que abandone la posesión de la criatura reducida, incluido un proyectil o un arma arrojadiza, recupera al instante su tamaño normal. Esto significa que las armas arrojadizas infligen su daño normal, y los proyectiles infligen daño en función del tamaño del arma que los disparó. Los efectos mágicos múltiples que reduzcan el tamaño no se acumulan. Reducir persona contrarresta y disipa agrandar persona. Reducir persona puede hacerse permanente con un conjuro permanencia.
Reduce Animal	Reducir animal	Este conjuro funciona como reducir persona, excepto porque afecta a un único animal voluntario. Reduce el daño infligido por los ataques naturales del animal según corresponda a su nuevo tamaño (consulta el capítulo 6 para ajustar el daño por tamaño).
Reduce Person, Mass	Reducir persona, en masa	Este conjuro funciona como reducir persona, excepto porque afecta a varias criaturas.
Refuge	Refugio	Cuando lanzas este conjuro, creas una poderosa magia en un objeto especialmente preparado. Ese objeto contiene el poder de transportar al instante a su poseedor, sin importar la distancia, a cualquier lugar del mismo plano hasta tu morada. Una vez potenciado el objeto, debes entregárselo voluntariamente a una criatura e informarle al mismo tiempo de una palabra de mando que deberá pronunciar cuando use el objeto. Para usarlo, el sujeto pronuncia la palabra de mando al mismo tiempo que rompe o desgarra el objeto, como una acción de asalto completo. Cuando esto se hace, la criatura y todos los objetos que lleve puestos o porte, hasta un máximo de la carga pesada del personaje, son transportados al instante a tu morada. Ninguna otra criatura resulta afectada, salvo un familiar o compañero animal que esté tocando al sujeto. Puedes modificar el conjuro al lanzarlo para que te transporte a ti hasta un punto situado a menos de 10 pies del poseedor del objeto cuando este se rompa y se pronuncie la palabra de mando. Tendrás una idea general de la ubicación y la situación del poseedor del objeto en el momento en que el conjuro refugio se descargue, pero una vez que decidas alterar el conjuro de esta forma, no tendrás opción de decidir si quieres ser transportado o no.
Regenerate	Regenerar	Las extremidades seccionadas del sujeto, como dedos, dedos de los pies, manos, pies, brazos, piernas, colas o incluso las cabezas de criaturas con varias cabezas, así como los huesos rotos y los órganos destrozados, vuelven a crecer. Después de lanzar el conjuro, la regeneración física se completa en 1 asalto si las extremidades amputadas están presentes y en contacto con la criatura. En caso contrario, tarda 2d10 asaltos. Regenerar también cura 4d8 puntos de daño + 1 punto por nivel de lanzador (máximo +35), elimina el cansancio y el agotamiento del sujeto, y borra todo el daño no letal que haya sufrido. No afecta a criaturas no vivas, incluidos los no muertos.
Reincarnate	Reencarnar	Con este conjuro, devuelves a la vida a una criatura muerta en otro cuerpo, siempre que su muerte haya ocurrido no más de 1 semana antes del lanzamiento del conjuro y que el alma del sujeto sea libre y esté dispuesta a regresar. Si el alma del sujeto no quiere volver, el conjuro no funciona; por tanto, un sujeto que desea regresar no recibe tirada de salvación. Como la criatura muerta regresa en un cuerpo nuevo, todas las dolencias y aflicciones físicas se reparan. El estado de los restos no es un factor. Mientras subsista aunque sea una pequeña porción del cuerpo de la criatura, puede reencarnarse, pero la porción que reciba el conjuro debe haber formado parte del cuerpo de la criatura en el momento de la muerte. La magia del conjuro crea un cuerpo nuevo de adulto joven para que el alma lo habite, a partir de los elementos naturales disponibles. Este proceso tarda 1 hora en completarse. Cuando el cuerpo está listo, el sujeto reencarna. Una criatura reencarnada recuerda la mayor parte de su vida y forma anteriores. Conserva sus aptitudes de clase, dotes y rangos de habilidad que poseyera antes. Su clase, bonificador base de ataque, bonos base de salvación y puntos de golpe no cambian. Las puntuaciones de Fuerza, Destreza y Constitución dependen en parte del nuevo cuerpo. Primero elimina los ajustes raciales del sujeto, ya que ya no pertenece necesariamente a su raza anterior, y luego aplica los ajustes que figuran a continuación a sus puntuaciones de característica restantes. El sujeto del conjuro gana dos niveles negativos permanentes cuando reencarna. Si el sujeto es de nivel 1, sufre en su lugar 2 puntos de drenaje de Constitución; si esto redujera su Con a 0 o menos, no puede reencarnarse. Un personaje que murió con conjuros preparados tiene una probabilidad del 50% de perder cada conjuro al reencarnarse. Una criatura que no prepara conjuros, como un hechicero, tiene una probabilidad del 50% de perder cada espacio de conjuro no gastado, como si se hubiera utilizado para lanzar un conjuro. Es posible que el cambio en las puntuaciones de característica del sujeto haga que le resulte difícil continuar con su clase de personaje anterior. Si este es el caso, se recomienda que se convierta en un personaje multiclase. Para una criatura humanoide, la nueva encarnación se determina usando la tabla de la página siguiente. Para criaturas no humanoides, debe crearse una tabla similar con criaturas del mismo tipo. Una criatura que haya sido transformada en una criatura no muerta o matada por un efecto de muerte no puede volver a la vida con este conjuro. Los constructos, elementales, forasteros y no muertos no pueden reencarnarse. El conjuro puede devolver a la vida a una criatura que haya muerto de vejez. d% Encarnación Fue Des Con 01 Hombre oso +4 +2 +2 02-13 Enano +0 +0 +2 14-25 Elfo +0 +2 -2 26 Gnoll +4 +0 +2 27-38 Gnomo -2 +0 +2 39-42 Goblin -2 +2 +0 43-52 Semielfo +0 +2 +0 53-62 Semiorco +2 +0 +0 63-74 Mediano -2 +2 +0 75-89 Humano +0 +0 +2 90-93 Kobold -4 +2 -2 94 Hombres lagarto +2 +0 +2 95-98 Orco +4 +0 +0 99 Troglodita +0 -2 +4 100 Otro (a elección del DJ) ? ? ? La criatura reencarnada obtiene todas las aptitudes asociadas a su nueva forma, incluidas formas de movimiento y velocidades, armadura natural, ataques naturales, aptitudes extraordinarias y similares, pero no habla automáticamente el idioma de la nueva forma. Un conjuro deseo o milagro puede devolver a un personaje reencarnado a su forma original.
Remove Blindness/Deafness	Quitar ceguera/sordera	Quitar ceguera/sordera cura la ceguera o la sordera, a tu elección, tanto si el efecto es natural como mágico. El conjuro no restaura orejas ni ojos perdidos, pero sí los repara si están dañados. Quitar ceguera/sordera contrarresta y disipa ceguera/sordera.
Remove Curse	Quitar maldición	Quitar maldición puede eliminar todas las maldiciones de un objeto o una criatura. Si el objetivo es una criatura, debes realizar una prueba de nivel de lanzador (1d20 + nivel de lanzador) contra la CD de cada maldición que afecte al objetivo. Si tiene éxito, la maldición se elimina. Quitar maldición no elimina la maldición de un escudo, arma o armadura malditos, aunque una prueba de nivel de lanzador con éxito permite a la criatura afectada por cualquiera de estos objetos malditos quitárselo y deshacerse de él. Quitar maldición contrarresta y disipa imponer maldición.
Remove Disease	Quitar enfermedad	Quitar enfermedad puede curar todas las enfermedades de las que sufra el sujeto. Debes realizar una prueba de nivel de lanzador (1d20 + nivel de lanzador) contra la CD de cada enfermedad que afecte al objetivo. El éxito significa que la enfermedad se cura. El conjuro también mata algunos peligros y parásitos, incluida la baba verde y otros. Como la duración del conjuro es instantánea, no impide la reinfección después de una nueva exposición a la misma enfermedad en una fecha posterior.
Remove Fear	Quitar miedo	Inspiras valor al sujeto, concediéndole una bonificación moral de +4 contra efectos de miedo durante 10 minutos. Si el sujeto está bajo la influencia de un efecto de miedo cuando recibe el conjuro, ese efecto queda suprimido durante la duración del conjuro. Quitar miedo contrarresta y disipa causar miedo.
Remove Paralysis	Quitar parálisis	Puedes liberar a una o más criaturas de los efectos de una parálisis temporal o de magia relacionada, incluidos los conjuros y efectos que hacen que una criatura adquiera la condición de aturdido. Si el conjuro se lanza sobre una criatura, la parálisis se anula. Si se lanza sobre dos criaturas, cada una recibe otra tirada de salvación con una bonificación de resistencia de +4 contra el efecto que la aflige. Si se lanza sobre tres o cuatro criaturas, cada una recibe otra tirada de salvación con una bonificación de resistencia de +2. El conjuro no restaura puntuaciones de característica reducidas por penalizaciones, daño o drenaje.
Repel Metal or Stone	Repeler metal o piedra	Este conjuro crea ondas de energía invisible que avanzan desde ti. Todos los objetos de metal o piedra que se encuentren en el camino del conjuro son empujados alejándose de ti hasta el límite del alcance. Los objetos fijos de metal o piedra de más de 3 pulgadas de diámetro y los objetos sueltos que pesen más de 500 libras no se ven afectados. Todo lo demás, incluidos los objetos animados, las pequeñas rocas y las criaturas con armadura de metal, retrocede. Los objetos fijos de 3 pulgadas de diámetro o menos se doblan o rompen, y los fragmentos se desplazan con la onda de energía. Los objetos afectados por el conjuro son repelidos a una velocidad de 40 pies por asalto. Los objetos como la armadura metálica, las espadas y similares son empujados hacia atrás, arrastrando con ellos a sus portadores. Incluso los objetos mágicos con componentes metálicos son repelidos, aunque un campo antimagia bloquea los efectos. Una criatura arrastrada por un objeto que lleva puede soltarlo. Una criatura arrastrada por un escudo puede soltarse como acción de movimiento y dejarlo caer como acción gratuita. Las ondas de energía continúan recorriendo el camino fijado durante la duración del conjuro. Después de lanzar el conjuro, el camino queda fijado, y luego puedes hacer otras cosas o irte a otro lugar sin afectar al poder del conjuro.
Repel Vermin	Repeler alimañas	Una barrera invisible mantiene a raya a las alimañas. Una alimaña con DG inferiores a un tercio de tu nivel no puede atravesar la barrera. Una alimaña con DG iguales o superiores a un tercio de tu nivel puede atravesar la barrera si supera una tirada de salvación de Voluntad. Incluso así, cruzar la barrera inflige a la alimaña 2d6 puntos de daño, y presionar contra la barrera causa dolor, lo que disuade a la mayoría de las alimañas.
Repel Wood	Repeler madera	Ondas de energía avanzan desde ti en la dirección que determines, haciendo que todos los objetos de madera que se encuentren en el camino del conjuro sean empujados alejándose de ti hasta el límite del alcance. Los objetos de madera de más de 3 pulgadas de diámetro que estén firmemente fijos no se ven afectados, pero los objetos sueltos sí. Los objetos de 3 pulgadas de diámetro o menos que estén fijados en su sitio se astillan y se rompen, y los fragmentos se desplazan con la onda de energía. Los objetos afectados por el conjuro son repelidos a una velocidad de 40 pies por asalto. Objetos como escudos de madera, lanzas, astas y mangos de armas de madera, y flechas y virotes son empujados hacia atrás, arrastrando consigo a quienes los llevan. Una criatura arrastrada por un objeto que lleva puede soltarlo. Una criatura arrastrada por un escudo puede soltárselo como acción de movimiento y dejarlo caer como acción gratuita. Si una lanza está plantada de forma que impida este desplazamiento forzoso, se astilla. Incluso los objetos mágicos con secciones de madera son repelidos, aunque un campo antimagia bloquea los efectos. Las ondas de energía continúan recorriendo el camino fijado durante la duración del conjuro. Después de lanzar el conjuro, el camino queda fijado, y luego puedes hacer otras cosas o irte a otro lugar sin afectar al poder del conjuro.
Repulsion	Repulsión	Un campo invisible y móvil te rodea e impide que las criaturas se acerquen a ti. Decides el tamaño del campo en el momento de lanzar el conjuro, hasta el límite que permita tu nivel. Cualquier criatura que esté dentro del campo o entre en él debe intentar una tirada de salvación. Si la falla, no puede moverse hacia ti durante la duración del conjuro. Las criaturas repelidas no ven restringidas sus acciones de otro modo. Pueden combatir a otras criaturas, lanzar conjuros y atacarte con armas a distancia. Si te mueves hacia una criatura afectada, no ocurre nada. La criatura no es obligada a retroceder. La criatura puede realizar ataques cuerpo a cuerpo contra ti si entras en su alcance. Si una criatura repelida se aleja de ti y luego intenta volver a girarse hacia ti, no puede acercarse más si sigue dentro del área del conjuro.
Resilient Sphere	Esfera resistente	Un globo de fuerza centelleante encierra a una criatura, siempre que la criatura sea lo bastante pequeña como para caber dentro del diámetro de la esfera. La esfera contiene a su sujeto durante la duración del conjuro. La esfera funciona como un muro de fuerza, salvo que puede ser anulada por disipar magia. Un sujeto dentro de la esfera puede respirar con normalidad. La esfera no puede ser movida físicamente ni por las personas de fuera ni por los esfuerzos de quienes están dentro.
Resistance	Resistencia	Imbuyes al sujeto con energía mágica que lo protege del daño, concediéndole una bonificación de resistencia de +1 a las tiradas de salvación. Resistencia puede hacerse permanente con un conjuro permanencia.
Resist Energy	Resistencia a la energía	Esta abjuración concede a una criatura una protección limitada contra el daño del tipo de energía que elijas: ácido, frío, electricidad, fuego o sónico. El sujeto obtiene resistencia a la energía 10 contra el tipo de energía elegido, lo que significa que cada vez que la criatura sufra ese daño, ya sea por una fuente natural o mágica, se reduce en 10 puntos antes de aplicarse a sus puntos de golpe. El valor de la resistencia a la energía concedida aumenta a 20 puntos en el nivel 7 y a un máximo de 30 puntos en el nivel 11. El conjuro protege también el equipo del destinatario. La resistencia a la energía solo absorbe daño. El sujeto aún podría sufrir efectos secundarios desafortunados. La resistencia a la energía se solapa con protección contra la energía y no se acumula con ella. Si un personaje está protegido por protección contra la energía y resistencia a la energía, el conjuro de protección absorbe el daño hasta que agota su poder.
Restoration	Restauración	Este conjuro funciona como restauración menor, excepto porque también disipa niveles negativos temporales o un nivel negativo permanente. Si este conjuro se utiliza para disipar un nivel negativo permanente, tiene como componente material polvo de diamante por valor de 1.000 po. Este conjuro no puede usarse para disipar más de un nivel negativo permanente que posea un objetivo en un período de 1 semana. Restauración cura todo el daño temporal a características y restaura todos los puntos drenados de forma permanente de una sola puntuación de característica, a tu elección si hay más de una afectada. También elimina cualquier cansancio o agotamiento que sufra el objetivo.
Restoration, Greater	Restauración mayor	Este conjuro funciona como restauración menor, excepto porque disipa todos los niveles negativos permanentes y temporales que afligen a la criatura curada. Restauración mayor también disipa todos los efectos mágicos que penalicen las capacidades de la criatura, cura todo el daño temporal a características y restaura todos los puntos drenados de forma permanente de todas las puntuaciones de característica. También elimina el cansancio y el agotamiento, y elimina todas las formas de locura, confusión y efectos mentales similares.
Restoration, Lesser	Restauración menor	Restauración menor disipa cualquier efecto mágico que reduzca una de las puntuaciones de característica del sujeto o cura 1d4 puntos de daño temporal a una de las puntuaciones de característica del sujeto. También elimina cualquier cansancio que sufra el personaje, y mejora una condición de agotado a fatigado. No restaura el drenaje permanente de característica.
Resurrection	Resurrección	Este conjuro funciona como resucitar muertos, excepto porque te permite devolver la vida y la plena fuerza a cualquier criatura fallecida. El estado de los restos no es un factor. Mientras subsista aunque sea una pequeña porción del cuerpo de la criatura, puede ser resucitada, pero la porción que reciba el conjuro debe haber formado parte del cuerpo de la criatura en el momento de la muerte. Los restos de una criatura alcanzada por un conjuro desintegrar cuentan como una pequeña porción de su cuerpo. La criatura puede haber estado muerta durante un máximo de 10 años por nivel de lanzador. Al completarse el conjuro, la criatura recupera de inmediato todos sus puntos de golpe, vigor y salud, sin pérdida de conjuros preparados. El sujeto del conjuro obtiene un nivel negativo permanente cuando es resucitado, igual que si hubiera sido golpeado por una criatura drenadora de energía. Si el sujeto es de nivel 1, sufre en su lugar 2 puntos de drenaje de Constitución; si esto redujera su Con a 0 o menos, no puede ser resucitado. Puedes resucitar a alguien asesinado por un efecto de muerte o a alguien que se haya convertido en una criatura no muerta y luego haya sido destruido. No puedes resucitar a alguien que haya muerto de vejez. Los constructos, elementales, forasteros y no muertos no pueden ser resucitados.
Reverse Gravity	Gravedad inversa	Este conjuro invierte la gravedad en un área, haciendo que los objetos y criaturas no sujetos de esa área caigan hacia arriba y alcancen la parte superior del área en 1 asalto. Si durante esta caída se encuentra un objeto sólido, como un techo, los objetos y criaturas en caída chocan contra él del mismo modo que lo harían en una caída normal hacia abajo. Si un objeto o criatura alcanza la parte superior del área sin golpear nada, permanece allí, oscilando ligeramente, hasta que termina el conjuro. Al finalizar la duración del conjuro, los objetos y criaturas afectados caen hacia abajo. Siempre que tenga algo a lo que agarrarse, una criatura atrapada en el área puede intentar una tirada de salvación de Reflejos para asegurarse cuando el conjuro se hace efectivo. Las criaturas que puedan volar o levitar pueden evitar caer.
